timestamp,service,cpu_usage_pct,memory_usage_pct,error_rate_pct
2026-09-22T12:22:34Z,inventory-api,42.02,70.95,0.737
2026-09-21T06:55:59Z,recommendation-engine,75.16,42.81,0.415
1789859338,checkout-api,62.5,64.05,0.687
2026-09-19T18:59:09Z,auth-service,15.32,83.37,1.497
2026-09-19T23:10:22Z,checkout-api,54.36,29.38,0.281
2026-09-22T07:29:05Z,payment-gateway,20.35,11.45,0.588
2026-09-20T22:39:53Z,payment-gateway,11.98,71.09,0.307
2026-09-20T09:58:54Z,search-api,8.1,64.0,1.393
2026-09-22T05:17:47Z,notification-worker,62.69,67.31,0.781
2026-09-19T22:01:15Z,notification-worker,5.42,71.79,1.858
2026-09-20T11:34:26Z,payment-gateway,13.22,43.73,0.674
2026-09-21T18:54:56Z,checkout-api,24.85,80.58,1.661
2026-09-20T06:22:05Z,checkout-api,42.41,18.61,1.124
2026-09-20T09:17:10Z,notification-worker,40.56,44.23,0.212
2026-09-19T19:17:45Z,inventory-api,63.86,10.96,0.44
2026-09-20T14:28:50Z,search-api,61.15,13.52,0.822
2026-09-21T06:34:55Z,checkout-api,69.13,73.3,1.138
2026-09-20T01:06:11Z,notification-worker,34.19,60.47,1.849
2026-09-20T03:53:02Z,auth-service,20.78,70.94,1.956
2026-09-19T23:07:13Z,auth-service,6.59,82.97,1.022
2026-09-21T06:51:43Z,notification-worker,68.42,11.06,20.179
2026-09-20T11:25:04Z,search-api,43.56,29.48,7.751
2026-09-20T08:54:51Z,payment-gateway,38.82,61.36,1.451
2026-09-21T02:30:55Z,search-api,83.96,20.74,1.574
not-a-timestamp,inventory-api,63.32,33.08,21.939
2026-09-19T22:08:30Z,search-api,93.95,74.12,0.445
2026-09-21T08:10:35Z,auth-service,21.52,60.38,14.833
2026-09-19T21:59:54Z,search-api,94.28,85.06,0.347
2026-09-22T04:06:40Z,payment-gateway,26.27,16.25,0.623
2026-09-20T12:02:20Z,inventory-api,20.88,29.92,0.897
2026-09-20T14:00:01Z,recommendation-engine,75.32,16.4,0.796
2026-09-21T02:20:39Z,inventory-api,50.48,68.79,1.639
2026-09-19T19:38:48Z,recommendation-engine,39.33,78.32,1.843
2026-09-20T05:19:50Z,notification-worker,70.4,30.58,0.907
2026-09-21T14:20:00Z,inventory-api,11.47,20.93,0.309
2026-09-19T19:08:19Z,recommendation-engine,50.06,68.03,1.851
2026-09-22T16:52:23Z,search-api,38.58,49.16,1.177
2026-09-19T21:01:53Z,checkout-api,39.63,55.25,0.873
2026-09-22T12:41:35Z,recommendation-engine,70.0,50.77,1.377
2026-09-21T17:36:06Z,inventory-api,88.39,68.85,0.069
2026-09-21T16:08:55Z,search-api,65.88,65.8,0.523
2026-09-21T19:47:52Z,payment-gateway,27.89,58.17,1.683
22/09/2026 02:20,checkout-api,63.0,83.35,1.172
2026-09-21T01:00:07Z,payment-gateway,79.68,30.23,1.935
2026-09-20T22:04:40Z,notification-worker,32.72,42.93,1.455
1790019105,notification-worker,74.9,37.55,1.497
1789896479,recommendation-engine,49.26,17.75,0.836
2026-09-20T06:37:45Z,payment-gateway,38.72,66.32,0.364
2026-09-21T03:01:13Z,notification-worker,78.29,24.85,8.655
2026-09-20T13:05:22Z,recommendation-engine,41.79,60.15,1.737
2026-09-20T15:32:56Z,checkout-api,39.0,32.14,1.171
2026-09-21T19:11:46Z,recommendation-engine,14.07,14.88,0.014
2026-09-22T18:07:13Z,checkout-api,13.72,51.79,17.06
2026-09-22T01:38:41Z,auth-service,88.89,47.86,0.859
2026-09-22T11:01:23Z,auth-service,94.95,75.35,1.33
2026-09-19T22:22:20Z,auth-service,83.58,74.5,22.411
2026-09-22T07:02:15Z,payment-gateway,7.31,19.83,1.902
2026-09-20T12:18:07Z,auth-service,45.67,64.89,1.03
2026-09-19T18:25:55Z,search-api,91.18,75.01,12.204
22/09/2026 05:00,search-api,34.3,45.54,0.8
